OrderID,CustomerID,OrderDate,ShippingDate,OrderStatus,TotalAmount,PaymentMethod,ShippingAddress
36,1,2023-08-24,2023-08-28 0:00:00,Delivered,2346.46,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
37,1,2023-08-27,2023-08-31 0:00:00,Shipped,702.04,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
38,1,2023-10-11,2023-10-13 0:00:00,Delivered,1623.45,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
39,1,2023-11-04,2023-11-09 0:00:00,Pending,1541.28,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
40,1,2023-11-03,2023-11-04 0:00:00,Cancelled,1785.19,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
41,1,2023-11-19,2023-11-20 0:00:00,Delivered,1464.12,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
42,1,2023-12-23,2023-12-27 0:00:00,Cancelled,971.67,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
43,1,2023-12-18,2023-12-20 0:00:00,Shipped,109.04,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
44,1,2024-01-29,2024-02-04 0:00:00,Cancelled,1057.52,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
45,1,2024-01-02,2024-01-06 0:00:00,Pending,1237.27,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
46,1,2024-01-13,2024-01-15 0:00:00,Cancelled,3131.71,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
47,1,2024-01-26,2024-02-02 0:00:00,Pending,480.24,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
48,1,2024-02-26,2024-02-27 0:00:00,Pending,2314.88,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
49,1,2024-02-21,2024-02-27 0:00:00,Pending,2029.45,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
50,1,2024-02-21,2024-02-27 0:00:00,Delivered,1690.64,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
51,1,2024-03-10,2024-03-15 0:00:00,Delivered,1697.87,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
52,1,2024-03-12,2024-03-13 0:00:00,Delivered,1073.71,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
53,1,2024-03-23,2024-03-29 0:00:00,Cancelled,1351.22,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
54,1,2024-05-02,2024-05-08 0:00:00,Cancelled,772.57,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
55,1,2024-05-21,2024-05-28 0:00:00,Pending,3577.58,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
56,1,2024-05-21,2024-05-24 0:00:00,Pending,253.64,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
57,1,2024-06-11,2024-06-15 0:00:00,Shipped,2119.5,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
58,1,2024-06-18,2024-06-20 0:00:00,Cancelled,236.08,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
59,1,2024-06-30,2024-07-06 0:00:00,Delivered,561.87,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
60,1,2024-08-08,2024-08-10 0:00:00,Delivered,921.96,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
61,1,2024-08-20,2024-08-24 0:00:00,Delivered,4411.17,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
62,1,2024-08-26,2024-08-28 0:00:00,Delivered,2463.21,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
63,1,2024-08-06,2024-08-09 0:00:00,Delivered,2609.86,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
64,1,2024-09-14,2024-09-18 0:00:00,Delivered,628.74,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
65,1,2024-09-15,2024-09-18 0:00:00,Pending,1370.47,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
66,1,2024-10-07,2024-10-08 0:00:00,Cancelled,486.02,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
67,1,2024-10-07,2024-10-11 0:00:00,Cancelled,1341.95,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
68,1,2024-10-08,2024-10-13 0:00:00,Shipped,1733.99,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
69,1,2024-11-21,2024-11-23 0:00:00,Shipped,897.25,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
70,1,2024-12-03,2024-12-09 0:00:00,Shipped,233.78,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
71,1,2024-12-20,2024-12-26 0:00:00,Delivered,241.17,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
72,1,2024-11-27,2024-12-03 0:00:00,Cancelled,3389.87,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
73,1,2024-12-08,2024-12-15 0:00:00,Pending,1870.52,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
74,1,2025-01-10,2025-01-11 0:00:00,Cancelled,1160.17,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
75,1,2025-01-02,2025-01-07 0:00:00,Shipped,703.2,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
76,1,2024-12-28,2024-12-30 0:00:00,Delivered,2429.82,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
77,1,2025-01-11,2025-01-12 0:00:00,Pending,2552.42,PayPal,"Unit 6346 Box 5212, DPO AA 39342"
78,1,2025-02-11,2025-02-18 0:00:00,Cancelled,899.58,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
79,1,2025-02-28,2025-03-04 0:00:00,Delivered,1322.93,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
80,1,2025-03-16,2025-03-21 0:00:00,Cancelled,930.85,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
81,1,2025-05-06,2025-05-10 0:00:00,Pending,406.01,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
82,1,2025-07-16,2025-07-21 0:00:00,Shipped,1294.22,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
83,1,2025-06-25,2025-07-02 0:00:00,Delivered,2297.82,Bank Transfer,"Unit 6346 Box 5212, DPO AA 39342"
84,1,2025-06-25,2025-06-30 0:00:00,Pending,2140.83,Credit Card,"Unit 6346 Box 5212, DPO AA 39342"
85,2,2022-09-23,2022-09-28 0:00:00,Delivered,502.75,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
86,2,2022-10-01,2022-10-07 0:00:00,Pending,3332.95,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
87,2,2022-09-21,2022-09-26 0:00:00,Cancelled,1228.09,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
88,2,2022-10-03,2022-10-06 0:00:00,Pending,963.31,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
89,2,2022-10-24,2022-10-25 0:00:00,Pending,1568.41,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
90,2,2022-10-29,2022-11-04 0:00:00,Cancelled,3478.77,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
91,2,2022-10-15,2022-10-18 0:00:00,Shipped,1374.12,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
92,2,2022-10-18,2022-10-21 0:00:00,Cancelled,3004.81,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
93,2,2022-11-11,2022-11-14 0:00:00,Delivered,696.25,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
94,2,2022-11-23,2022-11-28 0:00:00,Pending,1607.32,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
95,2,2023-01-16,2023-01-21 0:00:00,Shipped,3488.66,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
96,2,2023-01-29,2023-01-31 0:00:00,Cancelled,1115.28,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
97,2,2023-01-22,2023-01-26 0:00:00,Pending,376.28,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
98,2,2023-02-08,2023-02-12 0:00:00,Cancelled,1247.08,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
99,2,2023-02-11,2023-02-12 0:00:00,Pending,846.17,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
100,2,2023-02-08,2023-02-11 0:00:00,Pending,2651.9,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
101,2,2023-02-07,2023-02-11 0:00:00,Delivered,840.65,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
102,2,2023-03-25,2023-03-29 0:00:00,Pending,1251.31,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
103,2,2023-03-22,2023-03-25 0:00:00,Pending,2875.15,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
104,2,2023-03-29,2023-04-03 0:00:00,Delivered,1282.85,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
105,2,2023-05-01,2023-05-02 0:00:00,Cancelled,898.36,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
106,2,2023-05-20,2023-05-24 0:00:00,Pending,1215.35,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
107,2,2023-05-30,2023-06-03 0:00:00,Cancelled,3015.33,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
108,2,2023-05-31,2023-06-05 0:00:00,Delivered,475.58,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
109,2,2023-05-14,2023-05-19 0:00:00,Cancelled,2521.08,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
110,2,2023-06-04,2023-06-10 0:00:00,Cancelled,951.74,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
111,2,2023-08-07,2023-08-11 0:00:00,Cancelled,682.64,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
112,2,2023-08-06,2023-08-10 0:00:00,Shipped,2046.89,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
113,2,2023-08-25,2023-08-28 0:00:00,Pending,1661.6,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
114,2,2023-08-25,2023-08-26 0:00:00,Shipped,3561.73,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
115,2,2023-09-24,2023-10-01 0:00:00,Cancelled,1366.87,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
116,2,2023-09-07,2023-09-12 0:00:00,Shipped,1890.37,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
117,2,2023-09-10,2023-09-13 0:00:00,Delivered,2439.67,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
118,2,2023-10-10,2023-10-17 0:00:00,Shipped,2350.99,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
119,2,2023-10-03,2023-10-07 0:00:00,Cancelled,1451.3,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
120,2,2023-10-18,2023-10-19 0:00:00,Pending,443.58,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
121,2,2023-10-11,2023-10-12 0:00:00,Cancelled,818.85,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
122,2,2023-11-15,2023-11-19 0:00:00,Delivered,483.5,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
123,2,2023-11-08,2023-11-11 0:00:00,Delivered,828.49,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
124,2,2023-11-27,2023-11-30 0:00:00,Cancelled,2629.33,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
125,2,2023-11-13,2023-11-17 0:00:00,Cancelled,1016.62,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
126,2,2023-12-20,2023-12-21 0:00:00,Cancelled,375.88,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
127,2,2024-01-25,2024-01-28 0:00:00,Cancelled,2592.55,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
128,2,2024-01-26,2024-02-01 0:00:00,Delivered,516.17,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
129,2,2024-03-15,2024-03-20 0:00:00,Shipped,909.03,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
130,2,2024-03-20,2024-03-27 0:00:00,Cancelled,1242.02,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
131,2,2024-03-13,2024-03-16 0:00:00,Cancelled,658.77,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
132,2,2024-03-22,2024-03-29 0:00:00,Shipped,1460.52,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
133,2,2024-04-18,2024-04-22 0:00:00,Shipped,1955.94,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
134,2,2024-04-14,2024-04-16 0:00:00,Delivered,288.88,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
135,2,2024-05-25,2024-05-28 0:00:00,Shipped,1314.75,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
136,2,2024-05-28,2024-05-30 0:00:00,Delivered,1638.54,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
137,2,2024-05-27,2024-06-03 0:00:00,Shipped,205.02,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
138,2,2024-05-29,2024-05-30 0:00:00,Shipped,1621.31,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
139,2,2024-08-10,2024-08-15 0:00:00,Shipped,3486.89,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
140,2,2024-09-24,2024-09-25 0:00:00,Cancelled,1158.32,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
141,2,2024-09-01,2024-09-07 0:00:00,Delivered,2532.68,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
142,2,2024-09-20,2024-09-26 0:00:00,Delivered,3601.05,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
143,2,2024-10-07,2024-10-11 0:00:00,Shipped,1067.1,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
144,2,2024-10-18,2024-10-20 0:00:00,Cancelled,1351.4,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
145,2,2024-11-28,2024-12-03 0:00:00,Shipped,2329.82,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
146,2,2024-12-08,2024-12-10 0:00:00,Pending,1152.5,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
147,2,2024-11-26,2024-11-27 0:00:00,Cancelled,2158.36,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
148,2,2024-12-07,2024-12-13 0:00:00,Cancelled,180.19,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
149,2,2024-12-28,2024-12-29 0:00:00,Cancelled,1069.02,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
150,2,2025-01-11,2025-01-13 0:00:00,Cancelled,1365.13,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
151,2,2025-03-14,2025-03-17 0:00:00,Pending,351.73,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
152,2,2025-03-22,2025-03-27 0:00:00,Shipped,451.62,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
153,2,2025-03-01,2025-03-08 0:00:00,Pending,3152.78,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
154,2,2025-04-12,2025-04-15 0:00:00,Shipped,1898.96,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
155,2,2025-04-18,2025-04-22 0:00:00,Cancelled,1158.79,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
156,2,2025-04-07,2025-04-10 0:00:00,Shipped,643.03,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
157,2,2025-03-27,2025-04-03 0:00:00,Shipped,2562.44,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
158,2,2025-05-21,2025-05-28 0:00:00,Delivered,1615.78,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
159,2,2025-06-15,2025-06-17 0:00:00,Cancelled,3269.53,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
160,2,2025-06-04,2025-06-06 0:00:00,Cancelled,2583.79,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
161,2,2025-06-13,2025-06-20 0:00:00,Delivered,1546.08,PayPal,"4519 Hansen Shoals, Costafurt, WI 60151"
162,2,2025-06-19,2025-06-23 0:00:00,Pending,724.44,Bank Transfer,"4519 Hansen Shoals, Costafurt, WI 60151"
163,2,2025-06-25,2025-07-01 0:00:00,Shipped,477.28,Credit Card,"4519 Hansen Shoals, Costafurt, WI 60151"
164,3,2022-09-06,2022-09-10 0:00:00,Cancelled,604.79,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
165,3,2022-08-08,2022-08-12 0:00:00,Delivered,233.76,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
166,3,2022-08-24,2022-08-31 0:00:00,Delivered,2640,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
167,3,2022-09-04,2022-09-06 0:00:00,Pending,1782.64,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
168,3,2022-11-05,2022-11-06 0:00:00,Shipped,1749.11,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
169,3,2022-11-05,2022-11-11 0:00:00,Delivered,3604.11,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
170,3,2022-10-20,2022-10-22 0:00:00,Pending,2283.42,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
171,3,2022-10-26,2022-10-27 0:00:00,Shipped,501.39,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
172,3,2022-11-29,2022-12-03 0:00:00,Delivered,206.6,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
173,3,2022-12-17,2022-12-21 0:00:00,Delivered,1737.47,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
174,3,2022-12-09,2022-12-15 0:00:00,Pending,2227.08,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
175,3,2022-12-11,2022-12-16 0:00:00,Delivered,875.98,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
176,3,2023-01-28,2023-02-01 0:00:00,Cancelled,1452.19,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
177,3,2023-02-08,2023-02-09 0:00:00,Delivered,542.21,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
178,3,2023-02-26,2023-03-03 0:00:00,Cancelled,1414.67,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
179,3,2023-03-05,2023-03-12 0:00:00,Shipped,1626.9,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
180,3,2023-02-08,2023-02-10 0:00:00,Cancelled,1317.5,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
181,3,2023-03-23,2023-03-30 0:00:00,Cancelled,1072.17,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
182,3,2023-03-23,2023-03-27 0:00:00,Pending,1811.08,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
183,3,2023-03-27,2023-03-28 0:00:00,Cancelled,2771.24,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
184,3,2023-04-27,2023-04-30 0:00:00,Shipped,70.41,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
185,3,2023-05-04,2023-05-07 0:00:00,Pending,949.83,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
186,3,2023-04-16,2023-04-21 0:00:00,Pending,2322.23,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
187,3,2023-04-10,2023-04-14 0:00:00,Shipped,2696.17,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
188,3,2023-05-11,2023-05-17 0:00:00,Pending,192.12,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
189,3,2023-06-18,2023-06-20 0:00:00,Delivered,2889.6,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
190,3,2023-08-02,2023-08-03 0:00:00,Pending,423.33,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
191,3,2023-07-08,2023-07-15 0:00:00,Cancelled,1686.98,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
192,3,2023-08-22,2023-08-23 0:00:00,Delivered,2671.1,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
193,3,2023-08-05,2023-08-07 0:00:00,Pending,2357.94,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
194,3,2023-08-06,2023-08-09 0:00:00,Pending,2742.35,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
195,3,2023-10-29,2023-11-04 0:00:00,Shipped,1556.7,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
196,3,2023-10-20,2023-10-21 0:00:00,Pending,1305.27,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
197,3,2023-10-10,2023-10-12 0:00:00,Cancelled,1105.85,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
198,3,2023-12-21,2023-12-24 0:00:00,Delivered,1680.85,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
199,3,2023-12-02,2023-12-09 0:00:00,Cancelled,375.99,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
200,3,2023-12-14,2023-12-17 0:00:00,Shipped,1488.48,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
201,3,2024-01-20,2024-01-23 0:00:00,Shipped,75.07,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
202,3,2024-01-02,2024-01-05 0:00:00,Shipped,1629.63,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
203,3,2024-01-11,2024-01-12 0:00:00,Shipped,1038.36,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
204,3,2024-02-10,2024-02-16 0:00:00,Shipped,613.57,Bank Transfer,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
205,3,2024-02-02,2024-02-03 0:00:00,Cancelled,3287.05,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
206,3,2024-02-26,2024-02-29 0:00:00,Delivered,3368.64,Credit Card,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
207,3,2024-04-28,2024-05-01 0:00:00,Shipped,1251.67,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
208,3,2024-04-19,2024-04-24 0:00:00,Cancelled,1423.77,PayPal,"5814 Morrison Hollow Apt. 972, Wilsonland, GA 70406"
